FILMID,COMPANYID
555457,1854
555457,91099
555457,11712
457470,6438
616402,33
52801,4676
555458,2785
457471,90305
457471,90306
457471,72626
503924,5940
503924,14540
503928,116695
503928,103329
503928,63997
58450,2441
58450,2683
58450,14016
457474,19436
55547,35
616405,39477
616405,10622
616405,10492
58451,1583
58451,1704
58451,78481
58451,1293
616407,57237
616407,1081
457491,25
457491,1645
457491,19747
457491,22213
503945,131912
457495,46540
457495,21433
555479,201
555479,84335
503961,28713
55549,84980
55549,70266
616412,5488
584528,10622
584528,3030
584528,100712
616410,1427
616410,111701
65208,26753
528044,105552
457500,3718
58455,1432
652106,20805
65210,21
65211,174
584549,10845
584549,14620
584549,17461
616411,108362
503957,1957
503957,40041
652112,11200
616427,48279
457503,21978
55551,3883
55551,792
55551,3984
55551,20691
55551,94
55551,1793
503958,100747
584552,955
616415,76991
616415,112772
65212,16916
65212,174
503964,29575
503964,28713
457510,42759
61642,37555
61642,538
503971,7538
503971,4799
584565,72371
584567,77984
584567,97726
58458,3324
58458,18441
52809,1701
52809,1702
652120,125912
555534,110401
555534,2999
503994,47265
555540,12617
555540,110404
616440,174
616440,923
616440,4740
616440,54634
65213,174
585820,98737
585820,100597
585820,98738
55704,21052
584581,5
458483,3166
585822,98737
585822,98738
528095,2857
528095,13786
616446,1757
616446,120915
616446,923
616446,174
616446,107244
457526,10330
653905,126182
458497,35210
458497,7679
457528,29459
585824,98737
585824,100597
585824,98738
65214,24901
65214,24899
65214,93305
557046,192
652144,10707
505069,15165
653752,91249
61773,5982
61773,7024
61773,46
52810,1701
52810,1702
55705,356
55705,1869
55705,1243
55705,6454
65218,3213
65218,53583
61645,33
555565,4
584602,115247
584602,115248
617736,111392
5040,1829
585846,115473
585846,296
505091,138063
505091,83673
555585,7753
457534,1432
6165,2035
61646,33
584608,128959
584608,7131
584608,310
584608,20662
584608,122175
584608,76909
616461,39839
616461,53509
616461,78298
616461,128116
616461,310
457538,4395
50400,23192
50400,1655
50400,3870
50400,19381
50400,46293
50400,55267
50400,64275
50400,74792
50400,74793
50400,2801
58586,7372
58586,20305
458505,10941
457542,90332
457542,76921
457542,63751
457542,28977
505092,103805
528121,5822
6538,33
6538,6735
6538,4171
555592,115435
617762,20580
617762,113521
617762,28473
617762,6705
617762,92346
61647,33
584649,836
584616,126537
65380,8500
45851,14772
58462,65453
58462,11952
58462,1020
557066,5822
504008,100764
61648,33
61777,7031
61777,7032
557123,110592
50401,33
5051,1035
5051,1832
5051,30994
5051,16366
585875,18276
585875,70909
505109,6149
652253,10707
557103,6147
458510,344
55562,5982
55562,74834
55562,2330
55562,1931
55562,1448
55562,12994
55562,46
504056,10346
504056,17820
584643,13404
585879,18734
653831,108980
653831,201
653828,28536
653828,55081
653828,19078
617771,32185
617771,28800
617771,121427
617771,4183
617771,5366
457555,14005
652266,21507
652266,119236
652266,24227
55712,4826
50512,4564
50512,174
50512,3467
52817,1360
458513,201
458513,8699
458513,113906
458513,981
555627,67511
585896,138480
585896,128940
528162,34217
528162,116303
529049,882
50406,7099
50406,1957
50406,8402
528173,3324
584645,3431
5859,1054
5859,619
529057,882
529057,105429
5871,74701
5871,789
5871,29021
5871,11007
5871,29020
55845,90755
55845,72952
617773,174
61649,33
504064,16785
504064,100423
458521,18481
45756,23009
45756,23011
555625,68380
458525,7110
617779,16468
655474,6
505143,106830
505143,93647
61650,4
45962,21136
45962,898
528190,3324
457573,3391
459617,90920
504069,5940
504069,29683
528193,3324
61781,2999
504072,42926
504072,29683
504072,11613
557124,20870
557124,2303
653875,1898
653875,5122
653875,1923
58710,102065
557126,10197
655477,101192
458523,21978
617789,121139
617789,26742
617789,317
585902,115478
52907,4978
555646,90349
555646,11709
587114,1889
584677,1556
558478,110833
555637,122041
555637,125593
555637,125594
529081,1042
529081,5779
617809,80546
457580,174
652275,4799
65388,31551
65388,1302
619342,29739
587110,882
584682,15509
584682,115253
584682,107861
584682,13274
459621,981
558457,192
558472,110830
5062,356
5062,7110
530108,40449
530108,3506
585910,9166
505159,24021
55715,10702
55715,10703
617819,81157
617819,120088
65550,4
457581,44545
61651,12360
61651,12361
61934,81359
61934,5
61782,2999
458536,66903
65549,591
65549,37186
65549,83
65549,6849
617828,60408
506204,25930
506204,7131
6523,25
55716,10514
458537,3153
459622,670
61653,46410
61653,46411
58714,10102
58714,18973
459634,882
505172,100970
505172,42272
557165,790
557165,11773
557165,110601
557165,95061
505192,84048
505192,3341
505192,39804
505192,75214
65553,1460
65553,21
530114,1081
55848,27472
55848,16352
55848,1293
65390,10423
619345,29739
457618,28184
458561,22959
529106,86050
457593,62512
457593,90341
619354,29739
655532,137073
655532,42145
655532,26027
530115,7588
506215,2598
506215,3313
506215,2301
5282,1895
653910,336
653910,122354
653910,108542
555654,110424
555654,110425
555654,12785
555654,10845
555654,18898
50621,19175
50621,63415
50621,63416
50621,63417
458570,344
619347,29739
616538,5155
459639,60
459639,90922
50409,20844
5052,1138
5052,60
5052,21
652338,40540
652338,101720
61654,88120
555665,95436
585948,115495
585948,40780
53015,12530
558501,10932
506221,235
652348,6755
55566,3166
457601,18973
61784,2999
585952,678
655565,16026
528210,67451
652352,18742
617857,10713
55851,139959
55851,139960
55851,139961
45964,2124
45964,5
587200,5542
458597,30187
655569,126487
655569,126488
655569,140911
653931,118693
653931,487
653931,29284
653931,118498
584702,4606
504094,11613
52913,10519
50623,23053
50623,7201
55571,3324
55571,46859
55571,130247
530159,1081
61787,18766
61936,21
585970,113352
619350,29739
52912,1501
55720,28707
55720,1473
55720,491
55720,28708
55720,1089
619357,29739
530154,100972
530154,98390
65402,14765
65402,60
61659,796
616558,7843
616558,39407
616558,327
616558,2801
616558,11199
505204,10756
65398,4608
65398,56624
529136,3166
5041,1830
6179,2043
558514,33
586,12
586,11391
586,11407
457649,67980
58599,7588
655571,100640
616561,2783
616561,2801
616561,8288
616561,113596
616561,76
529157,105446
529157,12077
45763,843
45965,882
458609,2
55723,3347
55723,7662
61937,70898
61937,641
55853,27124
55853,12997
55853,29655
55853,10901
55853,16366
529180,2259
529180,1428
65237,1992
65237,8471
65237,83
65237,85237
505239,134337
45966,6
58600,7588
616566,12877
528222,7505
528222,72779
528222,4081
457659,4965
55576,12014
55576,678
458617,3475
458617,670
458617,126022
53016,9
53016,68390
53016,1117
50524,58054
50524,58055
504100,168
504100,73262
654025,124
459670,66416
459670,90928
459670,36523
459670,53105
459670,107355
457658,73492
457658,51513
457658,47586
457658,18186
457658,47729
45862,1804
45862,2969
45862,7642
584736,115264
584736,115265
459667,90927
459667,66557
53018,4294
584742,955
558574,110841
558574,141981
558574,141982
558574,92472
558574,141983
528226,105282
504107,168
504107,73262
528225,192
528225,5438
61790,7034
616592,17620
58741,119743
586003,72460
6524,21
52916,60
52916,7508
504121,126682
55578,23057
55578,23058
55578,23059
65403,3902
65403,25
52917,14259
52917,19669
52917,57430
616618,7128
616618,114106
505247,105385
654028,436
45767,5302
586004,94709
586004,4898
457665,52799
458626,85424
458626,46732
458626,77614
557239,110613
557239,4710
655591,6458
655591,102626
655591,126599
655591,139708
557268,21627
50627,15266
55727,1444
55727,21
55727,13549
457679,90329
457671,37732
530180,76207
530180,105554
5558,1657
584762,115269
587256,7131
587256,11010
587256,115748
587256,83696
587256,32645
587256,13983
558577,106654
558577,862
459675,9
52825,1556
457684,5
459703,5822
616619,1618
616619,64293
616619,2067
616619,119
555801,58878
555801,63520
586017,72460
61663,836
61663,1115
61663,36920
61663,55706
61663,1870
65248,21473
65248,7819
65248,81594
6556,1639
6556,3602
58601,7588
617915,75812
617915,7131
617915,310
65404,85146
65404,4606
504139,16197
504139,2476
504139,10864
505273,74289
505273,104564
505273,4606
617925,52114
617925,82153
617925,121168
617925,32645
557274,17620
458639,1954
458639,926
458639,15433
458639,7561
458639,19037
458639,22127
458639,135187
458639,135188
458639,125592
458639,11921
458639,102877
457685,104603
457685,104604
457685,65465
619396,31764
529178,23559
655602,3431
45864,72874
45864,72877
45864,72878
654065,5822
654038,138566
586016,5388
528251,5822
654061,11186
557278,21
558588,174
459715,132206
61793,1704
61793,3391
61793,4606
61793,1583
61793,42145
61793,1293
528252,87539
529187,90504
584771,85537
61940,10102
530197,7398
58602,13587
58602,21524
58602,21525
58602,224
58602,587
652496,125966
58477,5341
55728,51870
55728,4
61664,27124
555817,83973
457692,90378
655610,50166
61665,6998
555836,6434
555836,2953
52920,56041
619416,7405
619416,308
654069,113847
52826,27929
52826,21
457703,90410
457703,6679
55584,12372
530190,20338
530190,62055
530190,11796
616651,10039
616651,6735
616651,10146
616651,121685
557280,1728
557280,6181
557280,2302
45971,4
528275,30259
528275,17763
586029,4
558589,113495
558589,113496
55859,14153
55859,4
505296,4056
617938,121169
617938,99153
617938,75242
654086,26492
654086,539
619428,121396
619428,121397
619428,121399
529207,91991
529207,39928
529207,107744
529207,21632
529207,67412
529207,103476
529207,1182
458662,89929
459749,3742
61794,63958
61794,62564
61794,4056
587284,4859
61943,14344
61943,9240
459727,7131
558590,58019
586037,124456
586037,10399
586037,137991
617940,77595
530205,1583
587286,115757
587286,89330
587286,115758
587286,15048
587286,115759
529210,7345
529210,29566
529210,67412
529210,10050
529210,108769
529210,5085
529210,54844
529210,104
5053,1833
506281,108108
506281,14634
506281,1422
506281,139491
506281,88565
506281,34
506281,89266
506281,71156
506281,102874
584781,9195
529209,29566
529209,77321
529209,67412
529209,107856
529209,59131
529209,78449
5063,36078
458666,90670
55730,1930
5302,8821
50530,21163
53020,20722
586044,68884
654130,126216
654130,126217
654130,48581
654130,126218
555842,102366
55731,559
55860,4213
587289,6550
558599,1221
558599,6309
529217,91
458667,21978
5848,1987
555854,110447
457709,72750
619472,50437
557318,5253
50417,86447
586048,7819
586048,118796
457714,3726
61796,52537
61796,12663
584822,75489
529221,108749
529221,108750
529221,31123
555868,96731
557320,3960
458679,9074
458679,14787
528316,33333
504173,45486
58483,76
55587,12372
528264,882
45974,1353
458673,131191
458673,131192
458673,131193
45774,12360
45774,15006
45774,15007
65572,40695
65572,4878
652531,7763
654146,12420
58730,16415
504191,11505
529245,6435
529245,64216
529245,111905
555874,4488
458684,16786
45777,1742
45777,356
652562,66793
584832,44161
655713,63596
58416,706
58416,140
503635,19743
615851,1263
651295,72750
584185,40652
584185,22858
584185,69406
65126,1859
65126,14810
65126,344
555044,5353
555044,83640
555044,93986
555044,111852
584187,5918
584187,19037
50364,2054
50364,19366
50364,75459
615865,19384
615874,37904
58419,18054
651275,114488
555058,111708
555058,99242
50365,6301
50365,7455
50365,8350
50365,11433
50365,19233
50365,22433
50365,310
50365,91015
503640,5822
584201,7699
584201,7197
55506,21
584210,1293
651320,125800
615878,100189
615880,7486
615880,93124
527658,201
527658,105173
527658,162
45719,882
555089,25561
6513,4898
555094,27683
527661,105174
61589,6987
61589,6988
615904,33
651337,955
555107,10197
584246,20639
457222,90237
61591,13113
61591,2883
61591,1778
457224,13738
457224,90236
584249,91732
584249,24023
584249,119562
584249,4595
584249,119563
584250,18369
527699,65955
527699,355
65137,915
65136,344
457226,44654
52770,5
651391,33916
651391,63364
651391,133974
651391,5085
651391,981
651391,35559
651391,67412
584251,115181
457228,4395
503683,3614
584256,6454
584256,94
584256,201
584256,10611
584259,5542
527707,1825
527707,1826
651445,120268
65140,3614
615940,20442
651412,10707
651418,33
651418,12365
58427,130508
58427,7196
58427,1082
58427,6189
457234,5822
52772,396
52772,21
615952,30666
615952,10146
457243,35562
457243,114635
457243,114131
584273,16661
584273,78594
584273,48511
584273,792
584273,104897
5037,4
5037,1828
615973,3137
615973,10031
584297,10904
584281,487
52774,15117
52774,14159
52774,275
527743,3324
651498,23372
457245,21
65146,12333
65148,21978
503713,130389
527745,45461
58428,4592
58428,1360
50372,103240
50372,103241
50372,419
6160,10522
503718,122511
503718,113521
584289,3324
651493,87693
651493,14914
651493,125814
457259,3341
52776,79261
52776,5798
52776,5686
52776,44177
555170,5822
45726,1823
45726,21
555197,5822
58429,10046
58429,44709
58429,44710
503736,114152
50374,4
50374,94856
457265,79082
457265,7584
457265,10950
457265,41958
61601,7720
616020,78165
584291,74147
503742,7306
503742,104363
503742,17209
5552,844
5552,1169
5552,23872
5552,6246
5552,6586
5552,21631
5552,22366
5552,356
5552,105
616027,92479
651524,7131
651524,4347
651524,113839
52777,1382
503747,76576
50375,8312
50375,8313
616045,120814
555224,96014
555224,128733
555224,114409
52778,60
555230,29639
555230,102793
555230,26290
651540,126900
651540,126901
651540,126902
503751,89268
503751,1360
651541,18971
651541,10038
55526,59996
503761,118373
503761,19638
503761,113219
651589,7345
65156,3166
50377,4255
616061,3431
616062,3431
457298,8803
457298,3268
651567,105523
527790,105199
527790,105200
527790,105201
457299,4395
503772,73947
4573,15165
4573,27598
4573,55913
651571,68628
651571,111475
651571,5322
584333,113451
584333,115198
527795,20659
527795,112266
651579,21772
50378,13383
50378,5
65158,2
457303,90250
457303,79465
65160,1889
52780,35535
555292,192
555292,648
616135,37776
50379,174
584323,115192
616104,99272
616104,7521
616120,43324
616120,120833
527812,89002
457310,90253
584326,49931
584326,10622
584326,15422
584326,10492
503801,29586
58512,2619
58512,3112
58512,6246
616904,121625
528484,35396
504521,16785
504521,100874
45801,6
504525,44449
504525,22959
458011,24654
616914,121079
65292,7433
65293,2488
52849,4780
52849,18477
61692,14063
504527,22959
528491,11610
528491,108683
458015,483
65294,26727
50454,49924
585143,15567
585143,21978
556381,9284
616927,16675
458016,101104
556395,47695
556395,34935
52850,2310
52850,288
52850,2054
504567,39128
585159,106728
65296,311
65296,7184
65296,38038
65296,310
65296,104
65296,94
65296,11545
45803,174
45803,9329
585172,109825
585172,115335
585172,76928
45802,391
556419,75622
652962,10146
652962,21140
58518,2441
616960,120995
61697,22396
528509,21
652998,52945
652998,126038
652998,806
652998,11520
504587,5488
45806,5353
45806,24306
45806,26389
45806,26390
504585,10441
504585,52412
504585,20691
504585,3391
504585,288
504585,162
504585,587
55644,12950
55644,19519
616992,26338
616992,9335
616992,22533
616992,41532
616992,29566
458086,90471
61701,3458
556444,15749
65300,21
65300,36264
504588,14700
586495,955
504590,66095
617011,104397
654854,73780
557991,110734
557991,7275
529586,130989
45807,12190
653016,126040
618597,95929
618597,14914
50570,20457
459173,95258
458074,90468
556453,114448
617019,35511
617019,1182
654885,1931
61702,61213
61702,5
458076,20970
458076,90495
458076,90494
505706,54306
505706,108542
505706,7981
504593,16210
58522,2683
58522,14158
58522,18973
58652,7800
458082,344
653031,955
52853,1460
52853,21
52959,6304
52959,25
556456,4350
556456,12113
557994,1728
617023,2302
50571,5798
65302,6477
65302,75888
529609,60408
61703,7013
61703,7014
55646,12950
6186,9138
654862,20482
504595,55411
557996,2683
557996,91946
557996,18973
52960,898
52960,10257
52960,494
52960,1155
528540,5371
528540,34764
617031,135251
459198,90737
5046,1831
52961,6407
52961,5
458089,955
586526,31536
586526,11332
52855,12
52855,21154
52855,21155
65487,2650
458092,90472
558000,6675
58653,80100
58653,14271
58653,80101
654871,126336
529637,105560
61705,7941
504603,34780
504603,26677
504603,107185
528551,104970
585223,92350
585223,10622
504617,168
504617,20915
504617,60759
558006,10197
558006,4857
618611,19384
505752,78640
558007,110745
55647,5822
65305,1432
528555,23
528555,10197
528555,3436
586534,104151
586534,8191
586534,1253
586534,7584
653086,487
65488,21
653088,2329
4592,51765
4592,30257
4592,35445
4592,51762
4592,51763
4592,51764
45920,6026
52964,1444
617094,36181
617094,50574
61708,11489
61708,11490
529640,5686
50463,41
50463,365
586535,33
45921,21457
458165,78081
55648,12950
52856,915
558009,20121
458169,69202
458104,56697
458104,90479
458104,90480
585282,113519
505723,64216
505723,4056
654895,21246
654895,115535
459211,4928
654912,1931
505724,90133
505724,44192
505724,7131
505724,4599
505724,792
61864,7961
458107,90742
458107,90481
61863,953
585240,106431
65489,14377
65489,16211
58655,9138
58655,30931
52857,8339
653070,97473
653070,58547
58524,3324
618640,18199
61712,128805
558019,16616
556516,73937
505727,101069
655000,5822
529654,105568
529654,11240
529654,6480
556522,98597
585250,8670
585250,5822
55649,429
55649,11453
55649,9168
55649,9993
504639,100052
504639,1026
504639,37434
459218,9339
50573,9118
653193,2502
618647,13133
61711,137040
61711,5588
61711,2486
654896,43244
654896,45439
654896,2683
654896,77396
654896,115535
653073,17
653073,12444
653073,8922
585257,3467
585257,76049
585257,69587
585257,3419
458113,38582
654902,94785
654902,12923
556499,47929
654905,86177
654905,12923
654905,105868
558028,22236
458119,110137
558029,344
58526,9
58526,371
58526,73619
50464,6705
50464,686
458116,90482
586557,33733
55650,2999
618661,1931
529667,3234
505761,487
459232,96543
459232,96544
505747,58537
617126,420
653099,55763
586559,3245
50575,68952
618679,13133
55803,136528
45924,1245
45924,83
45924,792
45924,324
654909,94060
654909,126342
52859,60
52859,1281
52859,10096
586571,91992
45925,5686
50466,7596
58656,8693
58656,371
504661,20970
504661,16067
65310,5620
65310,18441
65310,73513
458128,90485
528590,59150
58532,83538
558052,28932
52967,9334
61869,22087
61869,22088
58658,1398
58658,1820
58658,4827
58658,8930
459254,7689
459310,5822
5286,31914
586608,73203
504666,3324
61718,1181
558061,21978
558061,32054
558061,21300
586586,29366
653100,55763
50467,90899
459267,684
556564,110527
585325,3431
65496,2951
556546,955
505772,101074
459278,22642
459278,201
45928,10210
45928,174
617201,121032
504674,116312
618701,13133
654966,1763
458139,34625
458139,90492
458139,90493
653109,10473
52863,174
61871,3166
61871,20747
50468,26727
617196,93424
617196,127184
55657,6718
459283,22294
459283,34574
52864,174
558080,73848
558080,1820
65313,5620
558083,1728
558083,110751
558083,2302
558083,115
528644,521
45815,44693
50579,6430
50579,107535
50579,6154
6172,2036
458151,3749
459294,22681
50469,19805
529684,35282
529684,3245
65497,30569
65497,21084
65497,15103
65497,31246
505832,7225
505832,22826
653162,1931
653162,29118
558089,10869
558089,110753
558089,344
61722,7015
61722,7016
528668,207
528668,591
528668,49755
528668,91532
458191,3324
618753,84779
65317,8930
505841,27684
618761,112084
505836,19078
586638,955
558095,38227
45817,25
52867,4147
65319,77523
65501,5
459303,5488
556618,75959
459309,46453
617236,7588
617236,132856
617236,13651
50470,39571
50470,39572
50470,4849
458171,1833
458171,116851
458171,116852
585378,41077
585378,12219
585378,128386
558103,110757
618771,29729
528675,114612
505848,168
558110,109354
655025,1353
65320,2013
65320,6151
65320,10518
655020,3734
52868,17611
52868,12
5854,33
5854,10715
45932,528
45932,2869
45932,12655
45932,3529
45932,50437
586654,6679
586654,6345
617240,76630
65321,2521
558114,21
586668,81612
505850,28209
505850,28365
52969,8298
617249,105846
617249,72548
617249,110624
458194,83927
65503,68189
65503,6
617261,111057
459320,36989
459320,4928
50473,3559
53063,125558
65322,22975
65322,23171
528707,10039
528707,105356
528707,33
617264,62763
617264,79206
459328,7013
655032,126425
655032,126426
458198,36472
505861,22133
505861,1531
505861,29683
505861,26900
65504,55772
65504,13708
65504,22642
50683,10330
617269,54689
61881,235
65323,6181
58789,26793
58789,6595
6203,101948
528729,134173
528729,134174
618783,5462
529694,90281
50474,21
529697,105577
52873,356
52873,635
618848,121300
459346,29729
585408,56809
559250,89914
506850,98904
460145,21592
618813,13644
50675,3245
50675,174
504742,100924
61728,3213
65649,44500
52874,5822
46022,21258
62036,12111
62036,8894
62036,641
505866,3718
458202,108296
458202,39488
617272,1549
46015,4864
46015,21
46015,4864
46015,21
556666,86782
52970,4749
52970,5822
585429,83303
655052,126366
655052,2999
587892,10473
458220,124283
458220,737
617284,83972
617284,85673
617284,109002
55815,129797
55815,129798
55815,129799
617287,3487
45935,29842
45935,192
656491,3324
558151,10197
618830,136363
528741,91141
528741,105424
528741,14547
528741,4606
528741,105425
528741,587
656493,72750
656493,23372
50587,3431
50587,6438
556673,16754
556673,9
620210,5552
620210,117435
620210,2726
653246,113847
459350,5576
459350,78161
50476,3616
65651,2650
558164,16079
653258,94370
653258,2683
653258,126079
653258,126080
653258,18973
617294,15002
617294,104314
618862,641
559262,121432
559262,121433
506763,3393
528755,3880
586764,115535
52971,174
52971,8298
62024,6246
62024,104
656525,5293
65506,1432
58790,107892
58790,107893
620219,39477
620219,10622
620219,15703
58545,21640
459352,4898
459352,3287
458242,29751
655082,7981
655082,11261
655082,67022
530612,3143
529718,76
559281,112005
559281,112006
559281,112007
45824,64332
45824,35814
45824,48805
458234,90539
458234,90538
617295,6548
65509,62337
65509,1473
587904,5822
528769,110669
586775,2161
460171,38154
556683,128657
556683,3245
617296,130938
617296,63064
617296,88917
460183,88264
52972,45467
61887,12398
558186,10197
460183,88264
617297,121054
505878,11613
460171,38154
52973,174
58678,1923
58678,2801
58678,1898
504777,68026
558189,955
61888,882
61888,3032
61888,4330
61888,4375
61888,1778
58791,4052
65329,60961
459389,6181
55819,4
55819,3167
655092,70551
58793,80634
620258,3034
620258,74971
617299,77199
617299,53509
506780,101242
653312,16844
653312,107390
653312,7201
585458,15696
58546,3491
655094,201
655094,57585
655094,18740
556687,16464
65332,8930
65332,1400
460180,1632
460180,1632
656561,3173
656561,141697
656561,22702
506783,101243
46018,33
58679,7484
58679,7485
46018,33
528773,2902
528773,90357
528773,1115
6173,27196
6173,310
6173,104
6173,83
458244,74860
458244,7823
620274,3324
52974,174
45938,11707
45938,34757
459388,6181
586793,108668
505887,127400
459404,6181
530624,114164
587928,84949
587928,118102
55929,11302
58680,12
58680,1947
58680,39288
653525,126829
587940,101192
65657,193
65657,81608
65657,6084
556694,7493
556694,2537
556694,21
653351,25345
505884,18939
618911,3522
618911,93991
618911,35063
45939,22385
45939,6844
45939,83
61892,516
61892,21
656572,10707
459392,6181
52975,5822
618928,115252
617518,87715
506791,29743
556695,98076
530641,4581
586801,51311
458250,8481
458250,75243
653341,93360
65658,77001
65658,77002
55821,3324
55821,26714
62029,4986
530647,62195
530647,12584
530647,10622
459396,6181
585488,1650
585488,28057
5068,26896
5068,1851
5068,8423
586053,5
55734,1187
55734,678
529246,882
529246,105469
529246,64492
617961,4606
617961,3391
617961,42145
505320,21564
505320,10622
654171,89394
654171,126224
654171,7724
458691,2730
458691,26727
55735,28236
505329,95409
586074,115520
586074,11620
617984,121179
617984,1660
617984,29233
58608,108128
45871,5632
654182,82175
654182,201
654182,104897
617989,38390
458717,73570
458717,90685
6180,296
505338,19075
505338,99348
58610,76428
557372,76140
557372,89107
557372,110626
529258,127534
458720,344
618,351
586101,33
458727,40235
45873,13702
45873,5702
45873,10786
45873,101
61800,641
58612,1081
654201,10707
61801,7040
61801,7039
557390,34347
45874,29386
45874,611
654237,95001
58613,49589
58613,1242
618019,121202
618019,121204
618019,121205
61802,23903
61802,21084
61802,31247
45875,9228
45875,5268
45875,2112
58614,5051
458755,90710
458755,7483
61803,35977
61803,4893
58615,5891
505357,100999
505357,21046
55743,1931
529266,17723
458759,50079
458759,96033
458759,11345
458759,5056
529273,5822
505359,5
65429,280
65429,141481
65429,806
65429,22211
654291,7254
618063,192
586163,115534
618096,4565
529276,105479
529276,107490
618106,39620
618106,2208
61807,14
61807,3324
61807,3906
61807,65273
505366,21564
505366,10622
458769,90744
458769,90745
586176,15964
65431,39335
45877,4794
45877,35
45877,62282
45877,62283
45877,62284
6181,46400
529283,116652
529283,99614
58618,7588
58618,13651
61810,60
65432,4508
65432,19363
50538,13313
557461,5843
458777,2932
458777,67249
458777,7377
557468,68780
557468,48424
557468,5998
58619,875
58619,876
58619,1713
505383,5645
505383,26554
45878,1950
45878,2165
618139,27295
65433,235
52929,4762
458793,86538
55749,1393
55749,882
654338,2525
61813,15709
61813,52095
654357,74004
586198,6270
5054,1834
4588,1246
4588,13480
4588,10146
458834,51425
45880,7833
654343,75561
654344,112719
654344,2683
654344,22983
654344,126259
654344,18973
61814,11773
61814,11180
61814,790
61814,12012
61814,8490
61814,591
61814,850
61814,12352
61814,97400
61814,104
61814,792
61814,57752
618156,26566
458807,11778
458807,9
586206,55807
654350,52455
654350,69202
654350,2683
654350,105868
654350,20416
654350,18973
618158,46
505403,101006
55753,3491
458812,22722
55754,85763
586214,4152
50541,5
458827,6380
618163,2
55756,7510
529354,4
529337,4
618173,121206
654370,9993
654370,174
458836,96986
654386,981
654386,88677
586261,127984
55758,7819
55758,96989
529355,33
557583,19211
557583,111023
58625,23909
58625,25
65442,68209
65439,235
45884,1664
45884,9387
45884,10882
45884,12111
45884,29118
557589,6790
458877,90860
55761,85763
618194,21978
529367,105497
529367,105498
529361,33
45888,486
45888,5846
55762,8363
458896,71170
458896,559
618224,71842
618224,47929
618224,28190
618224,122613
618224,122614
618224,73552
618225,54807
618225,84642
618225,76597
618225,71206
618225,80152
618229,122624
618229,10441
654426,4395
654436,1432
61823,1714
61823,10000
61823,512
61823,2260
557646,111508
458909,882
654450,6755
654450,5905
58627,5657
618231,122627
529385,105500
61826,7043
61826,7044
45891,235
458910,90736
458910,72732
458910,981
55766,8363
618264,121326
618264,70848
458912,90737
529391,105502
529392,21213
458927,83825
458927,47427
654469,10779
50545,114928
529397,105648
58628,60
58628,4928
58628,32671
61828,174
52940,4006
618311,121219
557682,3324
458932,3313
61829,641
61829,8894
65449,116276
65449,66633
65449,11359
65449,310
6183,1989
6183,106
6183,107
458935,42632
557685,8884
52941,4630
52941,104314
557689,42670
50547,12476
618306,122111
618306,122112
58629,5657
61666,53787
61666,2883
61666,5887
61666,59118
505476,101033
654554,10473
586291,86347
586291,5196
529418,56555
654549,10473
529425,100740
50548,3676
458943,90746
458940,52040
458940,46014
555877,5197
555877,1469
555877,31279
50425,43635
50425,43636
618326,128893
618326,128894
618326,342
618326,83
618326,10400
618326,128895
586294,61276
654553,111627
50549,25
52943,981
652568,125973
457775,10285
457775,9286
55771,10548
5055,1829
529450,105515
529450,10943
529450,105516
457784,62606
458954,12372
616670,92012
616670,7819
458949,90747
654566,126159
458953,7448
61667,9364
61667,2441
61667,5125
61667,591
61667,2683
61667,8352
61667,5381
61667,850
61667,104
61667,7131
61667,18973
557710,1081
555937,13113
618352,2785
618352,9993
618366,16322
618366,134891
50551,21756
50551,54000
529454,8605
458951,19096
586303,98737
5849,619
654577,101192
457810,19599
616686,103329
616686,120951
457789,53572
457789,2574
505512,192
555943,6378
652614,4606
58631,37842
58631,37843
58631,22018
58631,37844
58631,872
618370,121232
618370,121233
50426,88216
50426,193
555946,31098
584904,53187
52946,7201
52946,23451
505513,83838
4578,12589
505516,192
61669,37661
61669,9266
652619,87417
652619,98866
55776,59996
65458,14680
586327,89225
58492,15159
458956,7117
50552,4599
50552,12113
50552,20170
50552,10739
50552,9116
50552,806
65262,21
529483,105526
529483,105527
529483,105528
586338,65865
52830,11200
52830,104156
457806,3166
654598,6
458961,8273
458961,90755
458961,10492
50553,33
65460,20235
65460,4527
457812,19599
61672,3012
618389,116134
618389,122594
618389,133357
618389,2801
618389,33821
618389,101948
504275,7131
504275,20662
504275,13668
504275,67723
504275,310
504275,324
52949,49734
52949,67881
584928,44690
458971,55081
616735,48830
616735,85575
458969,90761
458969,83067
458969,90760
528320,2527
528320,105382
528320,21
586346,111132
586346,52885
586346,116142
586346,6878
586346,104931
586346,107262
586346,116143
586346,29570
586346,981
557790,6878
557790,89711
557790,110690
504276,33423
504276,1353
58495,8456
652639,21619
652639,51763
652639,126324
529503,114742
618410,1812
65462,6
61675,42263
61675,1854
61675,15499
52833,1069
557797,110699
58636,9
58636,83
58636,104
58636,7131
584962,21213
618415,85932
504293,32809
65264,21978
457824,21
52950,1314
458980,8823
618416,100610
618416,139517
504283,88039
55781,5822
458983,10647
458983,49023
458983,49789
58497,796
50555,854
50555,6896
50555,104
654626,115894
529501,20580
529501,2455
529501,32555
584966,23749
584966,115336
618417,13131
586384,85254
586384,104589
504308,97562
65465,49332
65465,5772
505568,2726
459,59425
459,59426
458987,109829
652676,21
528348,10368
584986,5778
584986,35513
584986,26373
