FILMID,COMPANYID
216828,33
243086,4676
121947,3391
121947,608
121950,4343
121950,69290
121950,40969
121950,12627
16342,3272
16342,26173
16342,288
16342,829
16342,2310
141933,52263
141933,16340
141933,16341
216829,3391
216859,3468
105875,12313
216873,9
141941,5837
19414,4402
19414,21
105879,76257
163433,48215
243096,6
163425,4965
163425,37787
14195,62072
14195,5359
14195,104
121969,18684
121969,344
194158,93679
194163,29519
216915,1444
216915,13549
105913,75048
105913,75049
243157,10523
122019,18010
216953,28205
216968,5
216872,10406
194146,15661
194146,60
243101,19485
243101,18477
243101,34038
243104,602
105882,25
141950,31149
141950,62731
141950,58888
194147,12617
194147,582
194147,66759
2169,998
105885,6661
121961,6279
121961,7680
216876,10243
216876,174
194148,14599
163431,2669
19415,1138
243115,76
243115,7445
141955,25
105894,94299
121971,95588
141956,1432
194155,11614
16344,2934
16344,7294
243127,18767
14196,21100
121972,7521
105900,5822
105900,1780
121975,35987
216904,8371
105902,2512
163445,4936
163445,1428
216908,16457
216908,94
16345,2343
16345,3653
243152,53364
105906,1701
243148,10592
243148,4395
216910,16458
121979,6858
163452,139941
216913,16459
216913,16460
216913,16116
243151,10592
243151,4395
105908,13342
12198,30995
12198,2670
12198,1249
12198,6301
12198,79022
12198,11246
12198,25205
12198,104
12198,94
12198,2381
163464,16301
121980,65729
121980,18908
121980,1354
194166,19906
16347,174
216919,16461
216919,16462
216919,8685
216919,299
163487,12600
105910,44283
105910,10856
105910,2734
194176,67981
121988,3254
121988,10843
105912,77751
163474,16301
216930,140542
216930,5542
121992,25
19418,1841
141977,3958
121994,1432
216931,5542
216931,140542
141978,5
243167,52835
121998,2441
105924,57503
105924,23399
19419,33
19419,3929
141979,122631
216932,5542
216932,140542
163490,3391
163490,74819
163490,89376
163490,4606
1942,800
216933,140542
216933,5542
14198,846
14198,33402
14198,174
142025,1478
105929,5822
216944,59327
216944,15808
216944,59328
141981,1448
163505,36818
10593,4817
10593,6246
194226,1724
194226,193
243214,8341
105932,9284
105932,13623
122027,1432
216965,1354
216965,142
16350,3921
14200,189
14200,943
14200,356
194239,2059
10594,6384
10594,333
10594,506
163503,7588
19423,1063
19423,5092
122039,1432
105941,73967
243230,77137
16351,12800
16351,803
16351,805
142008,28580
142008,106665
216970,84689
194230,44507
194230,193
14201,8748
105945,17508
105945,22036
105945,22037
163510,24353
163512,24441
243233,73878
243233,16844
243233,73876
142012,12245
142012,4343
122044,7352
122044,22322
122044,7437
194242,3391
122047,5
142029,6480
163517,40805
122050,10928
163514,16636
163514,12
122051,80581
19426,1216
19426,2260
122084,174
163519,16636
216986,31131
216986,4960
142030,95697
10597,2651
10597,686
10597,152
243238,2953
194279,61003
194288,83
163522,1718
163531,12769
122083,2250
122083,11199
122083,2700
163523,670
163523,116995
142038,4606
105978,1274
217000,12795
194293,4
10598,3265
10598,3641
122089,6274
243248,25
14205,2872
1943,797
216991,26773
163533,806
163533,13312
163533,61658
163533,10473
163533,20178
105980,11351
105980,1422
2170,999
2170,1000
2170,1001
19430,2013
122103,10473
163536,129953
163536,4952
142046,4062
142046,67891
243265,174
243265,9329
243295,23880
105981,5488
194308,97046
163543,27870
105984,8333
105984,12313
21700,982
21700,986
21700,1419
21700,2846
21700,24914
21700,25429
21700,104
21700,981
21700,31123
194310,33
24328,3
122141,7588
122141,13651
19434,3606
19434,3607
142054,108881
105997,5561
10599,14
10599,5891
10599,5892
21701,18789
142058,4
142058,496
194368,2230
194368,14518
122145,7588
217010,5426
163549,4952
163549,13734
163549,13735
2433,14680
2433,1147
14206,4673
194393,4928
122149,21641
163550,5229
24330,15160
142064,429
142064,9993
194397,3324
217027,21
217029,108
10600,4606
10600,20521
163551,6075
243305,4395
194407,13479
194407,7294
163554,37987
163554,85681
217028,16466
106023,7159
122151,7588
16356,803
163572,72260
106016,6
122152,7588
217048,16474
217072,16477
16358,738
16358,25918
16358,25919
16358,2188
194433,1842
194433,41246
217033,15530
217038,16469
217038,5975
106017,14275
106017,21
12216,16078
12216,22635
142074,38001
142074,38002
142074,3958
194436,5488
122160,1347
194443,602
194443,81863
122163,12555
122163,1403
122163,954
122163,12556
217057,2879
163585,3391
163585,789
163585,32545
163585,32546
163585,6187
194446,288
142096,819
243334,10330
106030,7159
19446,3609
142097,70767
142097,10197
122169,112378
106032,11735
21708,7036
21708,36282
19448,3268
19448,3613
19448,10565
122173,89977
122173,10050
10604,25
163598,14996
163598,14997
194481,14520
194481,516
194481,14521
217083,33
163600,55625
1421,53
1421,64
106041,14946
194485,10000
194485,14522
194485,1714
194485,1650
106042,3458
14210,19615
14210,19616
194487,14523
217087,3282
163630,13549
106044,1796
106044,1398
106044,619
106044,1602
106044,1798
106044,1426
106044,129168
163624,134205
163626,20358
163626,37172
106048,2999
12219,2230
217099,14776
243383,6
163627,16192
163628,6
122191,82928
1945,802
1945,1382
1945,25
14212,7619
106054,5822
122192,3366
122192,9066
122192,10653
122192,10654
122192,694
122192,83
122192,22689
122192,115735
122192,792
122192,11924
122192,115736
122192,2683
122192,104
122192,10611
122192,7131
194503,13587
142128,77238
142128,77239
194521,5458
2171,1002
2171,33
16363,33
16363,6
10606,95337
10606,1950
10606,11142
122194,13710
194507,21
106060,25
122195,13716
122195,4919
142132,181
142132,236
194509,4
21711,8776
21711,174
142135,10473
142135,59937
122198,3061
122198,3289
122198,591
217113,16480
217113,3052
194511,28916
12220,33
12220,97
122216,4606
16364,7901
217118,3052
194512,33
243441,13411
243441,9177
243441,13412
243441,4649
243441,192
16365,421
16365,14401
122200,174
194516,21
163661,73404
163661,5084
163661,5153
163661,15878
163661,53638
163661,73396
163661,73405
14214,1569
217126,1432
163650,3883
163650,104
163650,5085
163650,12488
163650,981
106066,12
194518,4
142141,44177
122202,6170
142142,4985
106067,4867
122205,4395
217128,118283
194523,5552
194523,5632
194523,5686
194523,40890
194523,92612
194524,28400
106070,4867
106070,135402
106070,15148
142146,25
142147,4343
122217,15310
122217,60227
243454,22728
243454,7060
243454,9111
106083,58912
14215,25980
14215,5258
163679,95126
163679,126754
163679,13495
122221,10176
163678,88579
163678,10473
243457,11433
243457,106374
243457,11359
243457,106456
243457,792
106100,5
106100,3166
142159,21
217139,2933
106112,2
106112,60
142166,19683
243462,132424
243462,89394
10612,14
10612,983
163683,893
243469,18846
122229,10522
122229,1378
19457,14
19457,376
194611,18758
106120,38488
12223,36638
12223,12146
163684,21
106121,11073
122241,14785
106122,17604
106122,8222
243466,31764
243466,1992
243466,7131
217153,174
14217,1393
14217,955
14217,3363
14217,14645
14217,73394
14217,4563
14217,882
122231,15872
122231,7808
122231,1737
122232,112513
122232,62192
122232,65574
142178,5822
163692,13735
163692,4952
19460,7680
19460,22133
19460,7100
19460,27281
19460,6458
217155,25
106124,1931
163695,35287
163695,35288
194603,7159
106129,76425
217157,16466
16370,915
16370,8830
122237,10045
19463,21
217159,4395
10613,506
10613,10565
163706,7110
163706,591
106131,30256
106131,30257
217160,33
243485,33
194631,15346
16371,3184
122244,1212
217162,60
217162,19981
194638,70439
106136,66209
14224,37659
14224,72110
14224,68941
24349,33
217163,16466
194647,69960
194647,69961
106139,27355
217165,4395
163733,83
163733,73648
194650,46932
122252,13479
10614,92106
10614,124542
142252,2788
142252,11327
142252,11328
163719,18839
163719,27334
163719,124
106143,18
106143,5
217169,1432
217172,6
142254,5
14228,2873
122263,1314
16373,4
217175,39451
16374,1793
16374,3186
16374,7429
106152,16132
106152,8165
106152,110056
163735,10481
163735,13555
194708,26899
243515,5
122270,4497
122270,46
106155,41789
194720,19747
217185,25
142286,25
217187,63569
217187,10330
243516,5
122271,47843
194722,16649
194722,16647
14229,26261
14229,82322
14229,86507
14229,9207
14229,21525
14229,5085
106161,120124
122278,55118
122278,55119
122278,55120
21719,91526
21719,1596
163766,4357
243526,15159
243536,7153
122280,3958
122280,10180
217190,25
163742,21716
163742,23123
122281,5
194734,18718
163751,10123
163751,37766
163752,12947
163752,12948
163752,249
163752,12949
243531,19456
163759,10368
163772,5141
142300,25892
194735,18812
122282,10182
122282,6678
122282,10183
106167,7869
243534,6
142303,41990
122287,10184
122287,10185
163754,5141
122289,21144
2172,1003
2172,275
142305,15120
142305,18170
10617,39985
10617,2734
243537,16466
243538,602
243562,12476
12229,108984
12229,9998
194757,68532
217202,42302
217214,62150
142308,2
16377,33
21721,1087
21721,419
14231,21248
14231,4606
10618,2521
10618,3618
10618,2734
122293,6677
122293,10399
122293,10186
122293,11575
142311,161
122308,17627
243544,25894
163773,9329
163773,174
12232,659
194777,8670
194777,5822
243549,5488
10619,3618
10619,2521
163775,33
194778,100551
243553,50567
243553,50568
243553,10864
122325,9329
122325,3245
122325,174
194785,13118
163786,5141
243555,8136
122329,44798
16379,21
194790,43854
194790,20521
10620,32841
10620,3029
142327,13497
142327,38867
16380,4
194798,5940
194798,9261
194798,11788
194798,35746
12233,2
12233,554
106203,2101
106203,31131
122331,174
243565,6
194802,1731
194802,93189
142329,67916
142329,4856
217230,7588
106205,76935
217241,73114
217241,73115
243568,11073
243568,8899
194806,16916
194806,13479
194820,13973
14233,3071
106207,4056
106207,24783
163801,127052
163801,371
163801,6849
16381,528
16381,2869
16381,134154
16381,30293
194812,18718
122334,9
10621,51547
10621,51548
10621,7799
194817,19340
122336,2073
217265,15548
24357,4164
21725,153
142339,10917
142339,25
106210,13499
163814,5723
163814,77329
19482,3616
19482,7819
19482,2467
12234,1548
12234,619
217250,6435
24358,11671
12235,7401
12235,5
163815,21283
163815,21284
163815,21285
163815,21286
243580,56645
217255,7588
106214,344
16382,2910
12236,32508
142358,16712
142358,55330
142358,174
163821,130884
163821,11436
19483,10330
163822,12955
194854,14540
122366,18039
106219,4606
106219,93171
194833,4051
194833,74009
217273,30950
194853,93202
194853,8479
194853,93203
14237,23098
14237,19765
14237,19766
217275,4
122369,8583
122369,4253
12237,16014
106223,174
163832,1441
217282,1432
122372,33846
217292,11713
217292,4056
19486,3219
19486,3656
19486,1393
19486,1778
163837,1054
163837,5755
243615,70885
12238,572
12238,22269
12238,6246
106228,25
163838,80919
217295,5
142379,11284
12239,89259
12239,2737
106239,25
217296,10257
163839,2650
194865,4763
142387,6379
142387,2521
24362,11671
106242,2302
106242,2802
217300,4530
16384,174
16384,16368
142388,10557
142388,14514
243636,37133
163840,7104
163848,2650
122401,5542
1424,26468
217303,4828
217303,7869
14240,16636
106248,21978
106256,4986
16385,1632
16385,5176
217309,11143
217309,16418
217309,6584
12241,44774
106250,4581
194872,112148
194872,7485
194872,112528
142402,15798
106255,34248
106255,29566
163869,44896
163869,38567
194873,33
142405,4
142405,1216
24365,238
24365,1429
24365,1020
24365,8521
217316,11448
217316,22333
217316,14739
217316,12372
122434,2078
122435,16643
243655,60
243655,13479
217324,6
16387,14786
16387,632
106258,7405
163873,29788
194879,16348
194879,9000
14241,4864
122440,602
106259,344
19488,7100
19488,41619
19488,8046
217326,11051
217326,34014
243672,18787
243672,299
243672,8863
243672,8165
243672,18788
243672,7570
163879,11788
163879,1124
163879,9219
243676,9290
142410,20326
10626,2050
122445,95080
194880,4949
194880,37178
142412,94395
16388,43
243690,18789
2437,1150
12245,2673
12245,1182
142414,174
217329,5373
163883,1742
163883,356
217333,62207
217333,1353
243691,46799
142415,4148
122452,114813
163884,2504
163884,77036
163884,10202
106264,344
194894,14547
194894,201
194894,11009
194894,4606
142416,4148
163910,36416
243699,1429
243699,1702
243699,35166
217337,16450
217337,7034
217337,12389
217337,28336
142422,4148
194901,192
12246,11996
12246,16522
12246,16524
12246,96
12246,318
19491,64655
122466,10219
12247,19148
12247,10989
12247,6724
16392,59453
194921,988
194921,36732
194921,36733
194921,105801
21734,33
21734,4005
19493,5620
122473,1501
106284,19683
106284,1392
122487,1704
122487,2328
14243,79569
16395,11757
21735,13877
106288,25838
163965,4
163965,13754
21736,2753
21736,3447
21736,4157
21736,4158
243729,18795
163959,93257
217358,110258
142430,7608
142430,4606
12249,2565
106296,4
14244,5360
14244,3165
14244,3268
194938,8185
194937,104964
12251,5
142440,882
122515,174
122518,7013
122518,56048
163967,16670
163967,95261
243742,7928
142442,21
16398,1311
19495,856
19495,3622
19495,3623
19495,3624
122516,89291
122516,89292
106328,7048
14245,2876
14245,5
14245,3287
14245,139919
106326,4
106326,494
243745,4772
243745,98144
194952,74063
122519,16180
142463,17921
142455,11339
243752,50911
243752,50912
217385,14585
163999,4933
163999,4
10633,60
10633,219
163997,17102
122521,84998
122521,84999
243754,32626
243754,85389
106334,174
194958,56895
194971,91714
122522,3324
122522,1923
217387,9329
217387,174
243757,192
122524,5982
122524,46
164000,21769
142466,11354
142470,11354
19496,803
19496,705
243766,89844
217395,317
217395,64706
164006,21769
122528,3491
106338,131027
21740,3447
122539,81824
243778,25
164007,22520
164011,9329
164011,174
14247,2876
14247,769
122544,45301
122544,20577
122544,20578
243791,9329
243791,174
106343,15722
2438,4
2438,60981
164013,1038
122557,4395
164014,10714
164014,201
164014,16366
243803,632
243805,33
142478,10202
194981,93239
106344,8403
217410,5846
217433,602
10635,559
10635,2090
142477,3455
142477,115621
142477,1763
164018,69618
164018,138482
164018,104
164018,310
164018,11796
164018,850
164018,138483
164018,138484
164018,1016
164018,8278
164018,54900
164018,134147
164018,82439
164018,55248
243806,33
194986,235
217411,1587
106350,83222
106350,3088
106350,5
217412,7930
16402,7121
16402,7122
16402,7123
16402,3464
16402,5808
243807,10569
243807,5
142487,15998
142487,5439
12257,11407
12257,13040
12257,174
195,4
243808,57240
217414,11651
217414,7341
217414,9335
217414,9974
217414,11427
217414,35559
217414,5085
217414,981
106355,1432
1950,430
1950,79
1950,812
1950,813
1950,174
142499,122001
24381,5110
21742,48696
21742,3447
12259,67523
12259,14516
12259,4470
12259,67524
106357,108956
12261,134
122611,86061
122611,11414
243812,1432
142501,882
195000,15073
243814,108307
217435,6
164026,174
243816,10592
14252,3778
14252,3779
106370,11436
217436,23372
12262,15459
243817,4
19501,61007
217439,135706
217439,102324
106373,76529
106373,25345
164035,48293
24382,1082
217440,18857
217440,141118
217440,141119
142577,4497
243821,33
195014,80477
195018,1399
106376,14937
106376,14938
106376,4589
106376,76
106376,14939
106376,315
164040,9329
164040,174
217443,5
10638,168
10638,9237
10638,18908
164041,10845
142541,1293
217446,19145
217446,2320
243832,4
106383,110808
106383,4245
12266,875
12266,876
217456,7588
14256,2448
14256,11027
122662,33751
122662,2883
122662,7759
122662,7760
122662,7761
106385,4245
106385,3324
195020,28622
164046,4676
164046,8356
217471,113867
217471,36227
217471,16322
217472,33
122665,10058
21746,3447
21746,137016
14257,9
14257,23123
14257,23124
14257,23125
16405,12745
16405,697
16405,7102
106388,4245
106388,3324
195028,882
24385,5387
142573,22914
122671,6181
106396,3324
106396,4245
122676,6
19503,3619
16407,2734
106397,3324
106397,4245
122677,13981
122677,4951
195036,27066
195036,7429
195036,53723
164073,25
142583,11130
21748,2753
12268,23534
195037,3953
195037,181
195037,11493
243854,1478
243854,2254
142585,26727
10640,9266
122683,11626
122683,10869
122683,1448
217481,33
243856,7954
243856,40702
19505,2230
195065,14599
106402,13825
142595,126159
142617,4148
122686,1795
122686,89797
12269,235
217487,898
106406,5
16409,1616
16409,12807
21749,4537
243860,20803
195068,174
106410,9380
16410,659
16410,632
217497,13644
217497,40652
217497,1735
243861,116374
19507,5
2175,34
142609,4148
106414,73718
122698,4
122698,18201
164105,192
16411,51469
16411,2884
16411,5686
16411,51470
195075,14599
106417,4330
106417,6755
106417,882
106417,59118
142611,63583
142611,29736
142611,83640
21751,2345
195077,104704
122708,5726
122708,5409
243866,17885
243866,3559
243871,13118
243871,117269
243871,117270
243876,1589
142616,46753
19508,4438
19508,15196
19508,1302
19508,4569
10642,5
195080,14599
122709,5488
142618,4148
14262,2880
142631,105247
12271,308
12271,1305
12271,21856
106427,15352
195083,14599
16412,2865
16412,4000
217518,16466
10643,49301
1951,5975
1951,76
1951,119
1951,201
1951,321
1951,814
1951,986
1951,1711
1951,11499
1951,12023
1951,12927
1951,23207
1951,25491
1951,30268
1951,53874
142620,4148
122712,25
243884,10928
243884,79222
243884,79223
217521,16513
19511,3268
164120,32769
164120,32770
164120,32771
142629,25
122719,80187
122719,80188
106438,9206
19513,236
19513,547
19513,1422
19513,4089
217527,67511
12272,1627
12272,5702
12272,11244
106444,6378
164123,4056
164123,37014
142634,18973
243891,1221
21753,76942
195153,64363
164124,11912
164124,2683
142638,72980
142638,3735
142643,96131
142645,3487
12273,7294
12273,3942
164128,15274
164128,619
243899,116318
243899,116319
243899,2920
243899,32400
195156,13930
217565,174
106448,76268
142639,11385
243907,3341
164130,60652
164130,85770
142640,9987
122733,10484
122733,7870
243912,6919
243912,47397
243912,130208
10645,2051
195184,9184
217568,1377
122734,46891
217569,44565
164142,2650
164142,16046
164143,20978
164143,632
106454,75114
106454,67007
195191,71912
195191,71913
195191,71914
24392,41247
24392,24734
106463,80595
243924,55610
142652,10713
142656,192
106465,13391
217580,6458
122741,4
243926,77429
164152,4667
164175,2126
122742,39929
164154,1221
142672,6436
106470,97490
142662,72716
142662,72707
142662,6117
164156,103914
122744,166
106471,5779
164159,17990
243935,44308
243935,25140
142663,5822
24395,21
24395,516
106473,13391
195237,1078
19525,21
106477,4006
14267,38223
14267,108138
195268,4985
243956,10330
106480,134552
106480,55249
122746,1500
122746,7271
21763,4008
21763,4009
217631,12670
24397,15104
24397,15105
142671,8922
106485,5896
106488,86662
243975,3324
142673,28518
142690,344
142700,2953
21764,13765
21764,11493
21764,13766
106489,14165
217646,174
164184,2605
164184,966
195282,83500
195282,50875
14269,12
2440,7036
2440,709
2440,710
2440,21415
122750,7855
10649,174
10649,171
164189,99572
195284,21017
244003,602
195292,7159
106490,10713
21765,6255
21765,21
122751,33
19529,3491
19529,11589
19529,81594
21766,8037
21766,5369
106493,3507
244015,33
106495,174
16420,97
16420,5
195300,4053
195300,24169
21767,10930
24402,10496
24402,4765
142694,10845
142694,602
217665,21553
217665,10950
164205,6
195311,7159
217666,7885
217666,7689
142696,310
142696,11402
142696,11403
142696,2318
142696,694
142696,22642
10650,174
10650,171
12276,38550
12276,2798
217667,50076
217667,3958
106500,16466
122763,4965
142743,7429
195335,10213
244038,6
106509,6
122767,14094
122767,94300
122767,2847
217669,48266
122775,6197
122775,3448
195365,107459
14271,1632
14271,33
14271,23
244039,168
244039,17823
244039,5
164222,22520
195367,1527
195367,73
217672,174
106513,16466
164247,7588
244043,4946
16425,60
16425,70
16425,3864
142712,2049
142712,24143
195369,64714
195369,64715
195369,7508
106515,25
244048,29372
195384,7201
142725,1931
122787,10561
122787,317
122787,10451
122787,10452
122787,10562
10652,4
10652,6
21769,7776
21769,5805
21769,4690
21769,12105
142726,1931
195374,61642
195374,45208
195374,64714
24405,10210
24405,174
244054,2198
244060,100719
142741,3161
164249,40855
164249,4765
12280,23
12280,33
195382,1679
106561,1763
10653,1317
10653,25
122800,3604
122800,5830
122800,6819
122800,10405
122800,11030
106538,2208
106538,859
142749,33238
122801,132523
122801,587
122801,162
122801,49181
122801,124
122801,4300
106546,74682
14275,8
14275,13042
195385,17741
195387,1399
195394,68461
122803,10204
10655,8609
10655,9313
10655,12
10655,6189
217707,192
142751,7429
195386,6
122805,3245
217713,174
142772,3268
142772,83551
142772,7429
10656,9
10656,22191
10656,69639
10656,356
142815,29849
21772,66331
244084,12674
244084,6446
12281,3095
164266,44654
164283,1424
14283,164
14283,181
244088,50915
244088,18156
244088,67475
195390,12111
106573,4
142830,28598
142830,21978
21774,461
24409,4359
106574,28205
142839,344
195411,4753
195405,1432
164272,33
164278,5531
164278,16971
164278,112419
164278,4056
106579,512
106579,73783
106579,23469
14284,21673
14284,11594
14284,6705
14284,53819
14284,6238
2441,82310
2441,32718
2441,9974
195408,3644
16428,3287
16428,5673
142843,659
244115,16388
244117,68290
195409,12594
21776,6301
21776,22683
21776,616
21776,104
14286,77344
244101,1432
106599,14901
217763,9329
217763,3245
164286,12972
142876,60
142876,82844
217770,1556
106605,6
122830,1501
24411,5388
24411,11341
16429,7276
16429,19651
16429,1917
16429,6705
16429,834
142881,344
244114,10284
244114,5686
244114,10146
122837,297
164292,4222
106614,42849
217776,17880
122832,4787
164294,15247
164294,4395
21778,694
21778,8005
21778,356
21778,6900
142897,6751
1643,60
1643,64
1643,7508
106622,4745
142906,9223
217785,87959
195430,21048
195430,1577
195430,22642
14291,932
21779,5
106630,4657
106630,20178
106630,68873
106630,68874
106630,10473
106630,806
122842,7588
195435,12476
142912,9223
142913,10793
164302,1042
164302,29683
164302,54532
106631,65
106631,235
122843,17010
122843,17012
106635,174
24415,14355
24415,21779
24415,4477
24415,21780
24415,21781
122845,49167
122845,9232
142918,192
16432,44828
16432,5770
16432,7733
16432,44829
106640,5798
195449,76474
14292,2
122852,7588
244153,10240
195450,93189
195450,1731
217802,4
164331,1020
164331,925
106651,23450
122863,45459
122863,1971
244159,16210
106656,126692
244162,10396
142924,4928
195455,1731
195455,4496
195455,102595
16435,55949
16435,635
16435,104
106661,87996
244163,38748
164353,129606
217809,13675
217809,126586
217809,130343
195456,25
244165,4
10667,2618
16436,14877
16436,2094
16436,510
16436,2438
16436,21274
106679,17102
122884,21
195466,1731
195466,94359
14293,12026
164367,17875
217810,21978
244169,18721
164384,416
12289,656
12289,2812
12289,3491
24417,14600
24417,14601
24417,14602
10668,12451
10668,285
10668,40675
19548,9
106682,17102
142932,45999
142932,512
142932,1737
142932,2260
16437,4063
16437,72479
217813,48528
195487,76338
195487,8496
195487,76339
122895,9259
106685,3092
122907,7588
164377,12977
1955,5612
217814,4278
10669,174
10669,12282
14294,17037
195505,5488
122912,7588
164378,52024
164378,6755
244186,10202
195507,21189
195507,94469
195507,94470
122913,4319
122913,14871
122913,14872
217818,13731
10670,33
195509,49589
195509,1242
195509,85315
195509,8955
195509,13930
164380,84100
164380,112585
24421,4305
24421,4306
24421,4307
106717,17105
142944,4
142944,8912
21784,5822
19551,4839
19551,4840
244210,5822
122924,2090
122924,8624
122924,25263
19553,20358
19553,3401
19553,2231
21785,4007
21785,5369
164387,11707
164399,82842
164416,5879
244214,3507
10672,67080
10672,1766
10672,67081
10672,1627
21788,1992
21788,20339
21788,31374
21788,11199
21788,2203
21788,1115
21788,8210
21788,6586
21788,850
21788,11920
21788,15892
21788,11921
21788,104
19554,3637
19554,500
217903,118187
244217,3245
1644,25
142950,37829
142950,48781
142950,48782
106720,87869
217890,21
16440,4811
16440,4
16440,923
16440,429
16440,2787
16440,174
16440,9993
217896,17161
217896,8582
217896,16554
122928,8924
106729,18066
24422,4301
106741,2490
122932,55998
122932,8019
106734,10547
195579,134600
195579,114583
142964,57489
244237,3653
244237,80112
164418,53775
195581,83500
195581,8565
195584,45867
195584,37046
16442,174
142965,41625
122946,111608
122946,111609
1956,1171
1956,32598
1956,32599
21791,21067
21791,21068
21791,21069
142968,1377
164424,4
106763,50995
106763,4243
106763,99827
244239,2070
244239,11114
244239,1174
244239,5
217917,1432
164428,33
106765,27706
244244,75048
244244,2101
122963,7588
142970,9055
217923,3393
217923,2269
106770,6
217924,116
217924,4606
164433,5798
122977,238
106771,5
21794,112836
21794,112880
21794,112881
19562,1772
19562,7110
19562,10784
142977,13705
244260,41639
244260,41640
244260,41641
244260,135826
106774,55555
106774,55556
19564,2811
19564,7405
122987,3213
24427,75122
24429,10308
142979,10882
142979,85676
142979,54583
10678,9195
10678,1172
19565,1169
19565,844
19565,6586
19565,885
19565,356
19565,105
123002,16630
14298,3519
16444,3192
142982,98857
142982,4498
142982,98858
217948,21
106793,8106
21795,227
21795,4012
164443,9027
106799,92131
142983,516
142983,21
2443,33
164445,6
123016,10206
195656,31131
195656,1183
10680,34998
244319,82671
244319,88052
142986,9266
143005,85124
123018,694
217961,1889
217961,1910
164447,1432
217977,2
106804,7159
106804,37046
24432,308
106807,7159
123024,3324
123024,129065
123024,4460
106806,7159
142988,28691
142988,7525
142988,6805
164453,47986
164453,21
123029,23756
123029,95354
164456,102147
123038,6181
217980,29323
217980,419
244342,21
106809,7159
106809,37046
164458,38748
217983,10329
142999,2166
123039,10213
123045,111001
16447,68952
24435,4309
143032,4581
106817,90467
106821,25
123047,46410
123047,26373
123047,85945
123047,798
123047,632
217987,21
143011,14582
16448,8841
21799,3026
21799,15984
21799,16512
106822,21
19568,10260
143025,344
2180,1005
123049,57043
195697,1931
21800,23854
21800,23855
21800,12955
164493,4133
123052,14405
244356,4
143037,13888
106823,25
106824,4395
24436,10692
24436,12077
143040,344
143044,11453
143044,11454
143044,11455
143044,6529
143044,23242
143066,344
16450,1020
16450,130833
106825,25
21802,4072
244385,98450
123057,18010
164504,4
106826,174
123059,5488
24438,45726
24438,5
24438,7295
24438,97
195739,41424
143054,11456
106833,25
195745,68781
123070,174
218031,8266
164525,164
164525,17457
164525,6869
195746,35839
244392,4395
218080,16566
143060,344
2444,20295
195748,23450
164526,1341
164526,8898
106848,3324
106848,4245
143064,101
143064,4606
164527,52105
164527,5085
164527,981
19575,13238
218071,22977
143065,22396
106849,3324
106849,4245
123077,1245
218072,1455
218072,2083
218072,587
218072,42145
218072,162
106851,3324
244408,101523
218078,12994
218078,6187
218086,108195
195752,35989
195752,78237
143069,344
106852,130471
106852,11293
195754,41055
195754,4240
106856,3324
218087,10580
218087,4
123097,26137
143085,12624
164561,10330
244426,17668
106857,3324
16456,7405
16456,6455
16456,4030
16456,19210
16456,138907
12310,1262
12310,1263
218090,1432
195768,1505
123107,14406
123107,23921
123107,3768
195791,120253
218092,25
24442,10330
143092,4
143092,3468
12311,21
195796,18178
195796,17811
195796,18177
10689,2687
218093,60
123111,19805
10686,9148
244425,3632
244425,4079
106863,40877
14310,5552
1958,83
1958,147
1958,183
1958,310
1958,818
1958,819
218095,33
106867,21
164578,20098
244438,74594
195800,1432
244427,101837
244427,101836
218096,16466
143117,344
106876,16535
218097,60
10688,14
10688,4731
12312,81134
12312,508
12312,711
12312,1171
12312,824
164580,12695
164580,15423
106882,4
143128,19228
19581,3142
244447,6
16460,3980
195810,3245
143139,9165
143139,12284
12315,14776
2181,602
195811,34725
106902,121038
106902,15719
21810,2274
21810,1898
123150,4732
164652,22367
143146,17380
218100,6
195812,4990
195812,12111
195812,43711
164635,12983
164635,12984
164635,6181
143156,78643
143156,78266
106908,882
195813,10213
143191,10845
218105,25
123161,37734
123161,4530
123161,37733
123161,981
21811,3679
21811,35839
10691,9195
10691,12548
164647,94171
164647,94172
164647,1382
164647,278
244487,6
143170,25
218111,66137
218111,4674
244514,4753
106912,8356
195820,4278
123164,69300
123164,69301
16465,45867
244490,18839
244490,18840
244490,18841
106916,26727
218112,16573
218112,16574
218129,4520
218113,33
143192,24198
244515,1516
10692,11506
19583,1632
123182,26468
164658,1193
106922,73
143195,16505
164687,5488
218165,2159
123186,1314
106923,1377
106923,64042
106923,72586
244516,14158
244516,6246
195833,64498
14320,2886
164691,26727
123187,140032
123187,140033
164701,26727
106924,15868
106924,26753
106924,4269
244517,32877
244517,13466
244517,213
244517,307
195841,64927
195841,84230
143210,6
106927,174
24452,34281
24452,14047
143212,55763
16471,25
244529,18842
164708,14445
164708,2488
123206,86337
123206,12783
123206,11383
143217,7517
195861,10622
123212,21
143240,266
143240,5622
143240,25147
143240,58224
143250,59461
143253,8088
106931,174
106931,8298
244536,42037
244536,42038
244536,307
244536,42039
106932,174
143248,5778
195868,174
244538,4
21819,11842
10694,826
10694,35709
10694,25
164728,2187
123221,3500
123221,581
123221,83
123221,10611
123221,12036
123221,104
123221,7131
123221,356
123221,310
244539,13466
244539,7372
244539,11461
244539,51566
164741,86063
164741,1302
2182,989
106944,132675
106944,144
24454,8229
24454,19628
143277,21540
123223,106104
164753,57417
1959,820
1959,559
1959,11317
10695,51972
19590,174
24455,4315
164777,1740
10696,89627
10696,89628
